time	V(vpwrout)	V(vpztin)	I(Pwrout)	I(Pztin)
3.705877073268099e-007	3.569951e+000	-1.430590e+004	3.528595e-005	-7.627901e+001
3.705877409801990e-007	3.569951e+000	-1.430591e+004	3.672365e-005	-7.627897e+001
3.705877756642989e-007	3.569951e+000	-1.430592e+004	3.623962e-005	-7.627892e+001
3.705880184172111e-007	3.569951e+000	-1.430599e+004	3.603148e-005	-7.627861e+001
3.705882611701232e-007	3.569951e+000	-1.430607e+004	3.586646e-005	-7.627829e+001
3.705885039230353e-007	3.569951e+000	-1.430614e+004	3.574457e-005	-7.627798e+001
3.705887466759474e-007	3.569951e+000	-1.430621e+004	3.566581e-005	-7.627766e+001
3.705889894288595e-007	3.569951e+000	-1.430628e+004	3.563017e-005	-7.627734e+001
3.705892321817716e-007	3.569951e+000	-1.430636e+004	3.563766e-005	-7.627702e+001
3.705894749346837e-007	3.569951e+000	-1.430643e+004	3.568828e-005	-7.627670e+001
3.707169740469867e-007	3.569907e+000	-1.434490e+004	3.569554e-005	-7.604544e+001
3.708444731592898e-007	3.569863e+000	-1.438342e+004	3.570077e-005	-7.569894e+001
3.709719722715928e-007	3.569819e+000	-1.442197e+004	3.570398e-005	-7.523721e+001
3.710994713838958e-007	3.569776e+000	-1.446057e+004	3.570516e-005	-7.466025e+001
3.712269704961988e-007	3.569733e+000	-1.449921e+004	3.570431e-005	-7.396806e+001
3.713544696085019e-007	3.569690e+000	-1.453790e+004	3.570144e-005	-7.316063e+001
3.714819687208049e-007	3.569648e+000	-1.457662e+004	3.569655e-005	-7.223798e+001
3.723762090701084e-007	3.569357e+000	-1.484877e+004	3.569358e-005	-6.463779e+001
3.725582874665131e-007	3.569301e+000	-1.490441e+004	3.569301e-005	-6.263900e+001
3.730897046624719e-007	3.569143e+000	-1.506740e+004	3.569169e-005	-5.565449e+001
3.731315197632592e-007	3.569131e+000	-1.508026e+004	3.569154e-005	-5.505313e+001
3.732151499648339e-007	3.569106e+000	-1.510600e+004	3.569702e-005	-5.382631e+001
3.732167376652459e-007	3.569105e+000	-1.510649e+004	3.569666e-005	-5.380283e+001
3.732199130660699e-007	3.569104e+000	-1.510747e+004	3.569573e-005	-5.375563e+001
3.732217745164925e-007	3.569103e+000	-1.510804e+004	3.569893e-005	-5.372794e+001
3.732242464145449e-007	3.569102e+000	-1.510880e+004	3.569589e-005	-5.369115e+001
3.732268277444768e-007	3.569101e+000	-1.510959e+004	3.568828e-005	-5.365273e+001
3.734780075875578e-007	3.568993e+000	-1.518707e+004	3.568887e-005	-4.974993e+001
3.737291874306388e-007	3.568894e+000	-1.526473e+004	3.568907e-005	-4.572027e+001
3.739803672737197e-007	3.568804e+000	-1.534259e+004	3.568889e-005	-4.156373e+001
3.742315471168007e-007	3.568723e+000	-1.542063e+004	3.568833e-005	-3.728031e+001
3.744827269598817e-007	3.568650e+000	-1.549886e+004	3.568738e-005	-3.287002e+001
3.747339068029626e-007	3.568585e+000	-1.557728e+004	3.568606e-005	-2.833286e+001
3.749850866460436e-007	3.568530e+000	-1.565589e+004	3.568434e-005	-2.366882e+001
3.750247437580254e-007	3.568522e+000	-1.566833e+004	3.568360e-005	-2.292710e+001
3.750510229327755e-007	3.568517e+000	-1.567658e+004	3.568303e-005	-2.243451e+001
3.750773021075256e-007	3.568513e+000	-1.568482e+004	3.568270e-005	-2.194114e+001
3.751035812822757e-007	3.568508e+000	-1.569307e+004	3.568261e-005	-2.144699e+001
3.751298604570259e-007	3.568504e+000	-1.570133e+004	3.568274e-005	-2.095206e+001
3.751561396317760e-007	3.568499e+000	-1.570958e+004	3.568311e-005	-2.045635e+001
3.751824188065261e-007	3.568495e+000	-1.571784e+004	3.568372e-005	-1.995986e+001
3.752086979812762e-007	3.568491e+000	-1.572610e+004	3.568456e-005	-1.946259e+001
3.755490273542705e-007	3.568449e+000	-1.583336e+004	3.568438e-005	-1.297401e+001
3.759899643740447e-007	3.568418e+000	-1.597281e+004	3.568426e-005	-4.511708e+000
3.761978364110159e-007	3.568411e+000	-1.603872e+004	3.568405e-005	-5.157614e-001
3.762772434181792e-007	3.568410e+000	-1.606395e+004	3.568436e-005	1.009952e+000
3.763178153449442e-007	3.568410e+000	-1.607685e+004	3.568431e-005	1.788370e+000
3.763545509733222e-007	3.568411e+000	-1.608854e+004	3.568377e-005	2.492204e+000
3.764255767511546e-007	3.568412e+000	-1.611116e+004	3.568347e-005	3.849863e+000
3.765676283068195e-007	3.568416e+000	-1.615647e+004	3.568421e-005	6.549501e+000
3.768517314181494e-007	3.568431e+000	-1.624731e+004	3.568446e-005	1.187008e+001
3.773101835429294e-007	3.568470e+000	-1.639448e+004	3.568472e-005	2.016569e+001
3.779519204587431e-007	3.568550e+000	-1.660166e+004	3.568548e-005	3.092929e+001
3.788129773112303e-007	3.568698e+000	-1.688163e+004	3.568695e-005	4.325961e+001
3.798953974959612e-007	3.568931e+000	-1.723642e+004	3.568930e-005	5.438728e+001
3.812030752388065e-007	3.569248e+000	-1.766843e+004	3.569248e-005	6.032414e+001
3.826425866688821e-007	3.569600e+000	-1.814693e+004	3.569600e-005	5.758049e+001
3.837272853849862e-007	3.569840e+000	-1.850884e+004	3.569842e-005	4.898412e+001
3.845667844273842e-007	3.569991e+000	-1.878935e+004	3.569993e-005	3.829948e+001
3.853797895562297e-007	3.570096e+000	-1.906102e+004	3.570098e-005	2.534137e+001
3.861928192424602e-007	3.570156e+000	-1.933250e+004	3.570160e-005	1.075756e+001
3.869863796683666e-007	3.570167e+000	-1.959720e+004	3.570171e-005	-4.267263e+000
3.878012077240942e-007	3.570125e+000	-1.986867e+004	3.570127e-005	-1.957196e+001
3.888475624080432e-007	3.570001e+000	-2.021689e+004	3.570000e-005	-3.778730e+001
3.898169944478828e-007	3.569834e+000	-2.053933e+004	3.569837e-005	-5.267977e+001
3.901837882427718e-007	3.569757e+000	-2.066130e+004	3.569760e-005	-5.752859e+001
3.903487163599284e-007	3.569719e+000	-2.071615e+004	3.569822e-005	-5.945918e+001
3.906328866766628e-007	3.569647e+000	-2.081068e+004	3.569665e-005	-6.226543e+001
3.909170569933973e-007	3.569573e+000	-2.090526e+004	3.569529e-005	-6.468784e+001
3.912012273101317e-007	3.569498e+000	-2.099988e+004	3.569414e-005	-6.672638e+001
3.914853976268661e-007	3.569420e+000	-2.109456e+004	3.569320e-005	-6.838107e+001
3.917695679436005e-007	3.569340e+000	-2.118929e+004	3.569247e-005	-6.965190e+001
3.920537382603349e-007	3.569259e+000	-2.128406e+004	3.569195e-005	-7.053888e+001
3.923379085770693e-007	3.569175e+000	-2.137889e+004	3.569164e-005	-7.104201e+001
3.925136485644290e-007	3.569123e+000	-2.143760e+004	3.569112e-005	-7.108796e+001
3.926029812351279e-007	3.569097e+000	-2.146746e+004	3.569120e-005	-7.103642e+001
3.926453522251481e-007	3.569084e+000	-2.148163e+004	3.572729e-005	-7.099375e+001
3.926457158026253e-007	3.569084e+000	-2.148175e+004	3.576279e-005	-7.099330e+001
3.926485925785436e-007	3.569083e+000	-2.148271e+004	3.572044e-005	-7.098968e+001
3.926514693544620e-007	3.569082e+000	-2.148367e+004	3.568874e-005	-7.098601e+001
3.926543461303803e-007	3.569082e+000	-2.148463e+004	3.566768e-005	-7.098228e+001
3.926572229062987e-007	3.569081e+000	-2.148560e+004	3.565726e-005	-7.097851e+001
3.926600996822170e-007	3.569080e+000	-2.148656e+004	3.565748e-005	-7.097468e+001
3.926629764581354e-007	3.569079e+000	-2.148752e+004	3.566835e-005	-7.097080e+001
3.926658532340538e-007	3.569078e+000	-2.148848e+004	3.568985e-005	-7.096687e+001
3.929108515907157e-007	3.569001e+000	-2.157050e+004	3.568953e-005	-7.033655e+001
3.931558499473776e-007	3.568924e+000	-2.165261e+004	3.568911e-005	-6.943033e+001
3.934008483040396e-007	3.568849e+000	-2.173482e+004	3.568860e-005	-6.824822e+001
3.936458466607015e-007	3.568774e+000	-2.181713e+004	3.568798e-005	-6.679023e+001
3.938908450173635e-007	3.568700e+000	-2.189955e+004	3.568726e-005	-6.505634e+001
3.941358433740254e-007	3.568627e+000	-2.198206e+004	3.568644e-005	-6.304656e+001
3.943808417306874e-007	3.568555e+000	-2.206467e+004	3.568553e-005	-6.076089e+001
3.947595239510230e-007	3.568447e+000	-2.219271e+004	3.568437e-005	-5.659869e+001
3.949211519227548e-007	3.568402e+000	-2.224743e+004	3.568372e-005	-5.469888e+001
3.949615589156878e-007	3.568390e+000	-2.226113e+004	3.568325e-005	-5.419759e+001
3.949853583676694e-007	3.568384e+000	-2.226920e+004	3.567749e-005	-5.389665e+001
3.949865958547063e-007	3.568383e+000	-2.226962e+004	3.567586e-005	-5.388096e+001
3.949890708287801e-007	3.568383e+000	-2.227046e+004	3.568256e-005	-5.384953e+001
3.949906117443258e-007	3.568382e+000	-2.227098e+004	3.568828e-005	-5.382995e+001
3.949925161539446e-007	3.568381e+000	-2.227163e+004	3.568828e-005	-5.380575e+001
3.952558401027587e-007	3.568273e+000	-2.236110e+004	3.568410e-005	-5.025457e+001
3.955191640515727e-007	3.568173e+000	-2.245074e+004	3.568082e-005	-4.656523e+001
3.957824880003868e-007	3.568080e+000	-2.254054e+004	3.567845e-005	-4.273774e+001
3.960458119492008e-007	3.567995e+000	-2.263052e+004	3.567697e-005	-3.877209e+001
3.963091358980149e-007	3.567918e+000	-2.272066e+004	3.567639e-005	-3.466827e+001
3.965724598468290e-007	3.567848e+000	-2.281098e+004	3.567672e-005	-3.042630e+001
3.968357837956430e-007	3.567786e+000	-2.290146e+004	3.567795e-005	-2.604618e+001
3.970175929866676e-007	3.567746e+000	-2.296399e+004	3.567749e-005	-2.302422e+001
3.971474458670557e-007	3.567724e+000	-2.300878e+004	3.567722e-005	-2.079885e+001
3.974542215755410e-007	3.567680e+000	-2.311481e+004	3.567655e-005	-1.547405e+001
3.980590171838827e-007	3.567631e+000	-2.332467e+004	3.567660e-005	-4.832097e+000
3.981430107406289e-007	3.567628e+000	-2.335390e+004	3.567656e-005	-3.349785e+000
3.983109978541213e-007	3.567626e+000	-2.341243e+004	3.567660e-005	-3.877687e-001
3.983500181039797e-007	3.567625e+000	-2.342603e+004	3.567636e-005	2.994517e-001
3.983752185856159e-007	3.567625e+000	-2.343482e+004	3.567617e-005	7.427766e-001
3.983985438345593e-007	3.567625e+000	-2.344296e+004	3.567617e-005	1.152815e+000
3.984314286500688e-007	3.567626e+000	-2.345444e+004	3.567602e-005	1.730315e+000
3.984971982810879e-007	3.567626e+000	-2.347740e+004	3.567580e-005	2.883328e+000
3.985911746362539e-007	3.567628e+000	-2.351022e+004	3.567598e-005	4.524609e+000
3.987791273465860e-007	3.567635e+000	-2.357592e+004	3.567621e-005	7.774929e+000
3.991550327672500e-007	3.567657e+000	-2.370754e+004	3.567666e-005	1.412710e+001
3.996935815762861e-007	3.567706e+000	-2.389652e+004	3.567714e-005	2.275968e+001
4.004486763816578e-007	3.567805e+000	-2.416227e+004	3.567809e-005	3.358242e+001
4.014104010739786e-007	3.567970e+000	-2.450180e+004	3.567976e-005	4.453231e+001
4.026004903474125e-007	3.568214e+000	-2.492288e+004	3.568219e-005	5.270784e+001
4.039881481328626e-007	3.568516e+000	-2.541368e+004	3.568517e-005	5.403907e+001
4.054691585711867e-007	3.568813e+000	-2.593579e+004	3.568813e-005	4.610735e+001
4.067400470322107e-007	3.569013e+000	-2.638132e+004	3.569013e-005	3.219364e+001
4.079175131219954e-007	3.569130e+000	-2.679141e+004	3.569132e-005	1.472442e+001
4.087264144253186e-007	3.569160e+000	-2.707126e+004	3.569161e-005	1.107036e+000
4.095943973420367e-007	3.569137e+000	-2.736960e+004	3.569141e-005	-1.396257e+001
4.104705775293440e-007	3.569062e+000	-2.766887e+004	3.569069e-005	-2.840206e+001
4.115568848891685e-007	3.568912e+000	-2.803782e+004	3.568911e-005	-4.449523e+001
4.120841937637664e-007	3.568819e+000	-2.821614e+004	3.568810e-005	-5.125782e+001
4.123589604411638e-007	3.568763e+000	-2.830878e+004	3.568756e-005	-5.431026e+001
4.123806025910482e-007	3.568758e+000	-2.831607e+004	3.568548e-005	-5.453817e+001
4.124022447409326e-007	3.568754e+000	-2.832336e+004	3.568406e-005	-5.476223e+001
4.124238868908170e-007	3.568749e+000	-2.833065e+004	3.568330e-005	-5.498244e+001
4.124455290407015e-007	3.568744e+000	-2.833794e+004	3.568320e-005	-5.519881e+001
4.124671711905859e-007	3.568740e+000	-2.834522e+004	3.568377e-005	-5.541132e+001
4.124888133404703e-007	3.568735e+000	-2.835251e+004	3.568500e-005	-5.561998e+001
4.125104554903547e-007	3.568730e+000	-2.835979e+004	3.568688e-005	-5.582480e+001
4.128398409330507e-007	3.568655e+000	-2.847051e+004	3.568680e-005	-5.865283e+001
4.131015236153209e-007	3.568593e+000	-2.855835e+004	3.568587e-005	-6.050178e+001
4.135588774664575e-007	3.568479e+000	-2.871164e+004	3.568478e-005	-6.283326e+001
4.142698252642078e-007	3.568296e+000	-2.894957e+004	3.568304e-005	-6.497191e+001
4.145209957872820e-007	3.568231e+000	-2.903352e+004	3.568247e-005	-6.523518e+001
4.146525677218000e-007	3.568196e+000	-2.907746e+004	3.566294e-005	-6.518973e+001
4.146533846565148e-007	3.568195e+000	-2.907773e+004	3.559974e-005	-6.518895e+001
4.148385207533636e-007	3.568143e+000	-2.913951e+004	3.565433e-005	-6.489034e+001
4.150236568502124e-007	3.568090e+000	-2.920127e+004	3.569446e-005	-6.441934e+001
4.152087929470612e-007	3.568038e+000	-2.926301e+004	3.572013e-005	-6.377595e+001
4.153939290439100e-007	3.567987e+000	-2.932474e+004	3.573133e-005	-6.296016e+001
4.155790651407587e-007	3.567935e+000	-2.938644e+004	3.572808e-005	-6.197199e+001
4.157642012376076e-007	3.567884e+000	-2.944812e+004	3.571036e-005	-6.081142e+001
4.159493373344564e-007	3.567834e+000	-2.950978e+004	3.567818e-005	-5.947846e+001
4.164012029944937e-007	3.567712e+000	-2.966029e+004	3.567701e-005	-5.590154e+001
4.166482245231580e-007	3.567647e+000	-2.974256e+004	3.567628e-005	-5.357948e+001
4.167799990980826e-007	3.567613e+000	-2.978644e+004	3.567596e-005	-5.222247e+001
4.168129427418137e-007	3.567604e+000	-2.979741e+004	3.567521e-005	-5.186860e+001
4.168326003530815e-007	3.567599e+000	-2.980396e+004	3.568787e-005	-5.165409e+001
4.168332146534336e-007	3.567599e+000	-2.980416e+004	3.568332e-005	-5.164737e+001
4.168344432541378e-007	3.567598e+000	-2.980457e+004	3.566690e-005	-5.163390e+001
4.168360405460607e-007	3.567598e+000	-2.980510e+004	3.567367e-005	-5.161637e+001
4.171141536234252e-007	3.567491e+000	-2.989773e+004	3.567431e-005	-4.834693e+001
4.173922667007899e-007	3.567392e+000	-2.999038e+004	3.567458e-005	-4.492666e+001
4.176703797781545e-007	3.567299e+000	-3.008304e+004	3.567448e-005	-4.135556e+001
4.179484928555191e-007	3.567214e+000	-3.017573e+004	3.567400e-005	-3.763364e+001
4.182266059328837e-007	3.567136e+000	-3.026844e+004	3.567315e-005	-3.376090e+001
4.185047190102483e-007	3.567066e+000	-3.036118e+004	3.567192e-005	-2.973733e+001
4.187828320876129e-007	3.567002e+000	-3.045393e+004	3.567031e-005	-2.556293e+001
4.189394026762409e-007	3.566972e+000	-3.050618e+004	3.566981e-005	-2.316051e+001
4.189849975046262e-007	3.566964e+000	-3.052139e+004	3.566916e-005	-2.245452e+001
4.190260401261264e-007	3.566957e+000	-3.053509e+004	3.566896e-005	-2.181558e+001
4.191393731963343e-007	3.566939e+000	-3.057292e+004	3.566965e-005	-2.004141e+001
4.196790230315567e-007	3.566879e+000	-3.075320e+004	3.566896e-005	-1.144142e+001
4.202957657003822e-007	3.566845e+000	-3.095939e+004	3.566863e-005	-1.519322e+000
4.204484319106143e-007	3.566842e+000	-3.101046e+004	3.566868e-005	9.383545e-001
4.205237364268168e-007	3.566843e+000	-3.103565e+004	3.566872e-005	2.148346e+000
4.206454322703682e-007	3.566844e+000	-3.107638e+004	3.566818e-005	4.095623e+000
4.207686582155869e-007	3.566848e+000	-3.111764e+004	3.566818e-005	6.052119e+000
4.210151101060243e-007	3.566858e+000	-3.120018e+004	3.566859e-005	9.901600e+000
4.215080138868990e-007	3.566892e+000	-3.136535e+004	3.566896e-005	1.731742e+001
4.221596632560526e-007	3.566958e+000	-3.158387e+004	3.566958e-005	2.633295e+001
4.230572414277744e-007	3.567083e+000	-3.188499e+004	3.567082e-005	3.677162e+001
4.241427259929811e-007	3.567270e+000	-3.224904e+004	3.567270e-005	4.553922e+001
4.254603237801761e-007	3.567523e+000	-3.269007e+004	3.567528e-005	4.967276e+001
4.268909048043740e-007	3.567790e+000	-3.316666e+004	3.567794e-005	4.571822e+001
4.284640684671669e-007	3.568029e+000	-3.368674e+004	3.568030e-005	3.233785e+001
4.298757326879953e-007	3.568171e+000	-3.414930e+004	3.568173e-005	1.437166e+001
4.306468648586555e-007	3.568203e+000	-3.439968e+004	3.568205e-005	2.700636e+000
4.314604690486396e-007	3.568191e+000	-3.466170e+004	3.568191e-005	-1.025274e+001
4.322637985611359e-007	3.568137e+000	-3.491836e+004	3.568134e-005	-2.248751e+001
4.335018186757161e-007	3.567991e+000	-3.531094e+004	3.567992e-005	-3.948319e+001
4.341583214750723e-007	3.567889e+000	-3.551784e+004	3.567890e-005	-4.722371e+001
4.344764763729386e-007	3.567831e+000	-3.561766e+004	3.567844e-005	-5.040641e+001
4.345016853505578e-007	3.567826e+000	-3.562556e+004	3.567873e-005	-5.064012e+001
4.345268943281770e-007	3.567821e+000	-3.563345e+004	3.567892e-005	-5.086893e+001
4.345521033057961e-007	3.567816e+000	-3.564134e+004	3.567900e-005	-5.109283e+001
4.345773122834153e-007	3.567811e+000	-3.564923e+004	3.567898e-005	-5.131184e+001
4.346025212610345e-007	3.567806e+000	-3.565711e+004	3.567885e-005	-5.152594e+001
4.346277302386536e-007	3.567801e+000	-3.566500e+004	3.567861e-005	-5.173514e+001
4.346529392162728e-007	3.567796e+000	-3.567288e+004	3.567827e-005	-5.193943e+001
4.349104371274027e-007	3.567743e+000	-3.575330e+004	3.567722e-005	-5.385558e+001
4.352385814696876e-007	3.567672e+000	-3.585559e+004	3.567668e-005	-5.587130e+001
4.356475440256430e-007	3.567581e+000	-3.598277e+004	3.567580e-005	-5.760577e+001
4.364324107357854e-007	3.567399e+000	-3.622629e+004	3.567387e-005	-5.936319e+001
4.366619193797721e-007	3.567345e+000	-3.629738e+004	3.567334e-005	-5.947720e+001
4.367403055266955e-007	3.567325e+000	-3.632163e+004	3.595643e-005	-5.941629e+001
4.367403637185451e-007	3.567325e+000	-3.632164e+004	3.608068e-005	-5.941621e+001
4.367404413076779e-007	3.567325e+000	-3.632166e+004	3.555783e-005	-5.941612e+001
4.367405442291642e-007	3.567325e+000	-3.632170e+004	3.537157e-005	-5.941599e+001
4.367407279029461e-007	3.567325e+000	-3.632175e+004	3.558397e-005	-5.941577e+001
4.367432993358932e-007	3.567325e+000	-3.632255e+004	3.566096e-005	-5.941259e+001
4.369578303131890e-007	3.567270e+000	-3.638884e+004	3.566823e-005	-5.894920e+001
4.371723612904847e-007	3.567216e+000	-3.645508e+004	3.567348e-005	-5.830060e+001
4.373868922677806e-007	3.567163e+000	-3.652129e+004	3.567671e-005	-5.746680e+001
4.376014232450763e-007	3.567109e+000	-3.658746e+004	3.567792e-005	-5.644780e+001
4.378159542223721e-007	3.567057e+000	-3.665358e+004	3.567710e-005	-5.524360e+001
4.380304851996679e-007	3.567004e+000	-3.671967e+004	3.567427e-005	-5.385419e+001
4.382450161769637e-007	3.566952e+000	-3.678571e+004	3.566942e-005	-5.227958e+001
4.385861229854198e-007	3.566871e+000	-3.689071e+004	3.566867e-005	-4.960770e+001
4.387750469994780e-007	3.566827e+000	-3.694881e+004	3.566989e-005	-4.788626e+001
4.387864775491914e-007	3.566824e+000	-3.695232e+004	3.567090e-005	-4.777425e+001
4.388093386486181e-007	3.566818e+000	-3.695935e+004	3.566965e-005	-4.754937e+001
4.388149291180196e-007	3.566817e+000	-3.696107e+004	3.568729e-005	-4.749418e+001
4.388152422326986e-007	3.566817e+000	-3.696117e+004	3.569325e-005	-4.749109e+001
4.388171209207728e-007	3.566816e+000	-3.696175e+004	3.566344e-005	-4.747248e+001
4.391218688282444e-007	3.566709e+000	-3.705539e+004	3.566458e-005	-4.422722e+001
4.394266167357160e-007	3.566611e+000	-3.714901e+004	3.566532e-005	-4.080949e+001
4.397313646431876e-007	3.566521e+000	-3.724261e+004	3.566567e-005	-3.721927e+001
4.400361125506592e-007	3.566440e+000	-3.733618e+004	3.566561e-005	-3.345657e+001
4.403408604581309e-007	3.566367e+000	-3.742973e+004	3.566517e-005	-2.952140e+001
4.406456083656025e-007	3.566303e+000	-3.752325e+004	3.566433e-005	-2.541375e+001
4.409503562730741e-007	3.566247e+000	-3.761675e+004	3.566309e-005	-2.113361e+001
4.409961938773602e-007	3.566240e+000	-3.763082e+004	3.566316e-005	-2.048189e+001
4.410655302857077e-007	3.566230e+000	-3.765209e+004	3.566238e-005	-1.949090e+001
